,open,high,low,close,volume,ticker,predicted_close_390,true_close_390,buy_profit,sell_profit
2021-04-15 14:53:00,156.69000244140625,157.5,156.6199951171875,157.1802978515625,48229,GME,156.70747,158.79989624023438,0.0,-1.619598388671875
2021-04-15 14:54:00,157.19000244140625,157.35989379882812,156.5200958251953,156.64500427246094,19329,GME,156.78844,158.1580047607422,1.51300048828125,0.0
2021-04-15 14:55:00,156.54379272460938,156.64999389648438,155.3300018310547,155.78370666503906,39013,GME,156.82896,158.0500030517578,2.26629638671875,0.0
2021-04-15 14:56:00,155.77000427246094,156.54660034179688,155.6300048828125,156.0,16334,GME,156.84471,158.77000427246094,2.7700042724609375,0.0
2021-04-15 14:57:00,156.10830688476562,156.4199981689453,155.77000427246094,155.77999877929688,10182,GME,156.92934,158.22540283203125,2.445404052734375,0.0
2021-04-15 14:58:00,155.7899932861328,156.02000427246094,155.6300048828125,156.02000427246094,7343,GME,157.0274,158.1300048828125,2.1100006103515625,0.0
2021-04-15 14:59:00,155.9290008544922,156.77000427246094,155.9290008544922,156.6699981689453,18990,GME,157.05531,157.04200744628906,0.37200927734375,0.0
2021-04-15 15:00:00,156.76210021972656,156.76210021972656,156.24420166015625,156.49989318847656,10733,GME,157.10928,157.2899932861328,0.79010009765625,0.0
2021-04-15 15:01:00,156.0800018310547,156.75,156.0800018310547,156.50270080566406,15640,GME,157.18103,158.0540008544922,1.551300048828125,0.0
2021-04-15 15:02:00,156.4311981201172,156.4311981201172,155.75,155.7550048828125,7184,GME,157.23848,157.73410034179688,1.979095458984375,0.0
2021-04-15 15:03:00,155.66000366210938,155.66000366210938,154.6103973388672,154.7740020751953,22940,GME,157.17613,157.5500030517578,2.7760009765625,0.0
2021-04-15 15:04:00,154.6750030517578,154.92999267578125,154.27000427246094,154.55999755859375,28777,GME,157.09698,158.0500030517578,3.4900054931640625,0.0
2021-04-15 15:05:00,154.61000061035156,154.79989624023438,154.3903045654297,154.4871063232422,5779,GME,157.08215,158.27999877929688,3.7928924560546875,0.0
2021-04-15 15:06:00,154.33999633789062,154.8000030517578,154.3000030517578,154.3000030517578,16110,GME,157.05458,158.97999572753906,4.67999267578125,0.0
2021-04-15 15:07:00,154.47000122070312,154.7899932861328,154.31629943847656,154.59359741210938,9900,GME,157.04027,157.8000030517578,3.2064056396484375,0.0
2021-04-15 15:08:00,154.60000610351562,155.4571990966797,154.60000610351562,155.1999969482422,16058,GME,157.00601,157.50770568847656,2.307708740234375,0.0
2021-04-15 15:09:00,155.28500366210938,155.36990356445312,155.28500366210938,155.36990356445312,1482,GME,157.0371,157.610107421875,2.240203857421875,0.0
2021-04-15 15:10:00,155.1999969482422,155.1999969482422,155.1999969482422,155.1999969482422,23005,GME,157.03775,157.14999389648438,1.9499969482421875,0.0
2021-04-15 15:11:00,155.1649932861328,155.3300018310547,154.72000122070312,154.97999572753906,6434,GME,157.04797,156.7050018310547,1.725006103515625,0.0
2021-04-15 15:12:00,155.11000061035156,155.17999267578125,154.7100067138672,155.17999267578125,6777,GME,157.08174,156.24000549316406,1.0600128173828125,0.0
2021-04-15 15:13:00,155.14990234375,155.39990234375,155.0,155.38999938964844,12356,GME,157.07863,155.77000427246094,0.3800048828125,0.0
2021-04-15 15:14:00,155.3690948486328,155.39999389648438,154.8300018310547,154.8300018310547,7547,GME,157.08275,156.0,1.1699981689453125,0.0
2021-04-15 15:15:00,154.94000244140625,155.0198974609375,154.5,154.7100067138672,13486,GME,157.0775,155.52999877929688,0.8199920654296875,0.0
2021-04-15 15:16:00,154.77999877929688,154.9600067138672,154.67999267578125,154.75999450683594,3767,GME,157.20798,156.0,1.2400054931640625,0.0
2021-04-15 15:17:00,154.75,155.17999267578125,154.75,154.90499877929688,11947,GME,157.21906,156.00999450683594,1.1049957275390625,0.0
2021-04-15 15:18:00,154.7769012451172,154.7899932861328,153.97999572753906,154.0,34843,GME,157.1232,156.3000030517578,2.3000030517578125,0.0
2021-04-15 15:19:00,154.00999450683594,154.6199951171875,153.84010314941406,154.01010131835938,24904,GME,157.02995,156.41659545898438,2.406494140625,0.0
2021-04-15 15:20:00,154.2100067138672,154.79429626464844,154.19000244140625,154.78990173339844,6157,GME,157.01596,156.07000732421875,1.2801055908203125,0.0
2021-04-15 15:21:00,154.7899932861328,155.1898956298828,154.72000122070312,154.97999572753906,12580,GME,156.98038,156.13999938964844,1.160003662109375,0.0
2021-04-15 15:22:00,154.85629272460938,155.0,154.6999969482422,154.9199981689453,9681,GME,156.96156,156.03990173339844,1.119903564453125,0.0
2021-04-15 15:23:00,154.92999267578125,155.12989807128906,154.6699981689453,154.88999938964844,7245,GME,157.05678,155.9976043701172,1.10760498046875,0.0
2021-04-15 15:24:00,154.9398956298828,154.9398956298828,154.3300018310547,154.35000610351562,8491,GME,157.08255,155.5,1.149993896484375,0.0
2021-04-15 15:25:00,154.39999389648438,154.5,154.05999755859375,154.5,9003,GME,157.15157,155.72999572753906,1.2299957275390625,0.0
2021-04-15 15:26:00,154.49000549316406,154.5500030517578,154.24000549316406,154.28759765625,8514,GME,157.16368,155.3000030517578,1.0124053955078125,0.0
2021-04-15 15:27:00,154.39990234375,154.5399932861328,153.9499969482422,154.25,30991,GME,157.07649,155.52999877929688,1.279998779296875,0.0
2021-04-15 15:28:00,154.39999389648438,154.4499969482422,154.03509521484375,154.3000030517578,5208,GME,157.05971,155.66029357910156,1.36029052734375,0.0
2021-04-15 15:29:00,154.32000732421875,154.32000732421875,153.9499969482422,154.07000732421875,61101,GME,156.88252,155.25,1.17999267578125,0.0
2021-04-15 15:30:00,154.18719482421875,154.69000244140625,154.17999267578125,154.6374969482422,5158,GME,156.87892,156.6300048828125,1.9925079345703125,0.0
2021-04-15 15:31:00,154.66000366210938,155.40660095214844,154.66000366210938,155.08999633789062,14282,GME,156.89005,156.5301055908203,1.4401092529296875,0.0
2021-04-15 15:32:00,155.1999969482422,155.3800048828125,154.75680541992188,154.99000549316406,13660,GME,156.90044,156.0,1.0099945068359375,0.0
2021-04-15 15:33:00,155.0,155.36000061035156,154.99000549316406,155.10000610351562,10451,GME,156.97101,156.4788055419922,1.3787994384765625,0.0
2021-04-15 15:34:00,155.19000244140625,155.47830200195312,155.1157989501953,155.23199462890625,12937,GME,157.05414,156.03089904785156,0.7989044189453125,0.0
